,url,text,stand,zuständig,geschäftsart,status
330,/gast/geschaefte/1715,Interpellation von Philip C. Brunner betreffend jährlich stattfindende unwürdige und wenig erfolgreiche Bettelei der Fachstelle Migration bei allen Zuger Unternehmen,Kenntnisnahme,Volkswirtschaftsdirektion,Interpellation,abgeschlossen
331,/gast/geschaefte/1713,Postulat der FDP-Fraktion betreffend Erhaltung der Zuger Gedenkschiessen,Erledigterklärung,Baudirektion,Postulat,abgeschlossen
332,/gast/geschaefte/1719,Kleine Anfrage der Fraktion Alternative - die Grünen betreffend Personalpolitik der Finanzdirektion,Antwort des Regierungsrats,Finanzdirektion,Kleine Anfrage,abgeschlossen
333,/gast/geschaefte/1718,"Kleine Anfrage von Philip C. Brunner betreffend ""Was ist eigentlich jetzt wieder mit der Direktion des Innern los?""",Antwort des Regierungsrats,Direktion des Innern,Kleine Anfrage,abgeschlossen
334,/gast/geschaefte/1711,Interpellation von Esther Haas betreffend Anschaffung Abfallkübel,Kenntnisnahme,Baudirektion,Interpellation,abgeschlossen
335,/gast/geschaefte/1710,"Interpellation von Philip C. Brunner betreffend ""Fringe Benefits"" versus Eigenverantwortung - kostspielige Betreuung des Staatspersonals vor der Pensionierung und darüber hinaus?",Kenntnisnahme,Finanzdirektion,Interpellation,abgeschlossen
336,/gast/geschaefte/1709,Motion der Fraktion Alternative - die Grünen und der SP-Fraktion betreffend eine nachhaltige und solidarische Steuerpolitik,Nichtüberweisung,Finanzdirektion,Motion,abgeschlossen
337,/gast/geschaefte/1714,Finanzwesen - Sparpaket 2018: Gesetzesänderungen,Inkrafttreten,Finanzdirektion,Gesetz,abgeschlossen
338,/gast/geschaefte/1708,Petition «Für einen Kreisel bei der Kreuzung Schmittli» ,Erledigterklärung,Baudirektion,Petition,abgeschlossen
339,/gast/geschaefte/1707,Interpellation der Fraktion Alternative - die Grünen betreffend Zuger Fiskus profitiert von Trumps Mauer,Kenntnisnahme,Volkswirtschaftsdirektion,Interpellation,abgeschlossen
340,/gast/geschaefte/1706,"Interpellation von Daniel Stadlin betreffend Ablehnung der Unternehmenssteuerreform (USR III) und den Konsequenzen für den Kanton Zug 
",Kenntnisnahme,Finanzdirektion,Interpellation,abgeschlossen
341,/gast/geschaefte/1705,Teilrevision des Verwaltungsrechtspflegegesetzes betreffend Wählbarkeitsvoraussetzungen für das Verwaltungsgericht,Nichteintreten,Verwaltungsgericht,Gesetz,abgeschlossen
342,/gast/geschaefte/1704,"Motion und Postulat  von Willi Vollenweider betreffend Kantonsreferendum gegen die Änderung vom 16. Dezember 2016 des Bundesgesetzes über die Ausländerinnen und Ausländer  (Ausländergesetz, AuG) (Steuerung der Zuwanderung und Vollzugsverbesserungen bei den Freizügigkeitsabkommen) - im Bundesblatt veröffentlicht am 28. Dezember 2016
",Nichtüberweisung,Volkswirtschaftsdirektion,Motion,abgeschlossen
343,/gast/geschaefte/1703,"Kleine Anfrage von Zari Dzaferi und Andreas Lustenberger betreffend Analyse Ablehnung Sparpaket
",Antwort des Regierungsrats,Finanzdirektion,Kleine Anfrage,abgeschlossen
344,/gast/geschaefte/1702,"Motion von Kurt Balmer und Laura Dittli betreffend Visitation der Kindes- und Erwachsenenschutzbehörde (KESB)
",Erledigterklärung,Büro des Kantonsrats,Motion,abgeschlossen
345,/gast/geschaefte/1701,"Motion von Michael Riboni, Laura Dittli und Anastas Odermatt betreffend Offenlegung der Interessenbindungen von Richtern und Staatsanwälten",Erledigterklärung,Justizprüfungskommission,Motion,abgeschlossen
346,/gast/geschaefte/1700,Motion der SVP-Fraktion betreffend Reduktion der Sozialhilfe für Asylsuchende und Schutzbedürftige ohne Aufenthaltsbewilligung sowie vorläufig Aufgenommene auf die Nothilfe,Nicht-Erheblicherklärung,Direktion des Innern,Motion,abgeschlossen
347,/gast/geschaefte/1699,Kantonsrats-Ersatzwahl in der Einwohnergemeinde Cham,Wahl: Feststellung Gültigkeit,Staatskanzlei,Wahlen,abgeschlossen
348,/gast/geschaefte/1698,Kantonsrats-Ersatzwahl in der Einwohnergemeinde Zug,Wahl: Feststellung Gültigkeit,Staatskanzlei,Wahlen,abgeschlossen
349,/gast/geschaefte/1697,"Motion von Monika Barmet, Andreas Etter und Karl Nussbaumer betreffend Sanierung Ortsdurchfahrt Menzingen",Frist erstreckt,Baudirektion,Motion,hängig
350,/gast/geschaefte/1696,Motion von Jolanda Spiess-Hegglin betreffend Legalisierung von Cannabis ,Nichtüberweisung,Gesundheitsdirektion,Motion,abgeschlossen
351,/gast/geschaefte/1695,"Motion von Jolanda Spiess-Hegglin betreffend Wahl der Ombudsperson und der oder des Datenschutzbeauftragten 
",Nichtüberweisung,Justizprüfungskommission,Motion,abgeschlossen
352,/gast/geschaefte/1694,"Motion von Jolanda Spiess-Hegglin betreffend Richterwahlen
",Nichtüberweisung,Justizprüfungskommission,Motion,abgeschlossen
353,/gast/geschaefte/1693,"Eingabe von E.H. vom Dezember 2016 an die «Amtsstellen Grosser Rat, Kantonsgericht und Obergericht»",Erledigterklärung,Justizprüfungskommission,Aufsichtsbeschwerde,abgeschlossen
354,/gast/geschaefte/1692,Postulat von Jolanda Spiess-Hegglin betreffend Open Access,Nichtüberweisung,Volkswirtschaftsdirektion,Postulat,abgeschlossen
355,/gast/geschaefte/1691,"Motion von Jolanda Spiess-Hegglin betreffend Abschaffung der Kirchensteuer
",Nichtüberweisung,Finanzdirektion,Motion,abgeschlossen
356,/gast/geschaefte/1690,Postulat von Jolanda Spiess-Hegglin betreffend digitale Informationshotline,Nichtüberweisung,Staatskanzlei,Postulat,abgeschlossen
357,/gast/geschaefte/1689,Motion von Jolanda Spiess-Hegglin betreffend Ausländerwahlrecht,Nichtüberweisung,Direktion des Innern,Motion,abgeschlossen
358,/gast/geschaefte/1688,Motion von Jolanda Spiess-Hegglin betreffend kantonales Verfassungsgericht,Nichtüberweisung,Verwaltungsgericht,Motion,abgeschlossen
359,/gast/geschaefte/1687,Motion von Jolanda Spiess-Hegglin betreffend Jugendwahlrecht,Nichtüberweisung,Direktion des Innern,Motion,abgeschlossen
360,/gast/geschaefte/1686,Kantonsratsbeschluss betreffend Kenntnisnahme der von der Konkordatskommission im Jahr 2016 behandelten Geschäfte gemäss § 21 Abs. 4 GO KR,Schlussabstimmung,Konkordatskommission,Kantonsratsbeschluss (nicht referendumsfähig),abgeschlossen
361,/gast/geschaefte/1685,"Postulat von Jolanda Spiess-Hegglin betreffend digitale Schadensmeldung 
",Nichtüberweisung,Finanzdirektion,Postulat,abgeschlossen
362,/gast/geschaefte/1684,Motion von Jolanda Spiess-Hegglin betreffend elektronische Entscheidseröffnung,Nichtüberweisung,Obergericht,Motion,abgeschlossen
363,/gast/geschaefte/1683,"Motion von Jolanda Spiess-Hegglin betreffend elektronische Einsicht 
",Nichtüberweisung,Sicherheitsdirektion,Motion,abgeschlossen
364,/gast/geschaefte/1682,"Motion von Jolanda Spiess-Hegglin betreffend öffentlichen Urteilsberatungen 
",Nichtüberweisung,Obergericht / Verwaltungsgericht,Motion,abgeschlossen
365,/gast/geschaefte/1681,Motion von Jolanda Spiess-Hegglin betreffend Publikation der Rechtsprechung,Nichtüberweisung,Obergericht / Verwaltungsgericht,Motion,abgeschlossen
366,/gast/geschaefte/1680,Motion von Jolanda Spiess-Hegglin betreffend öffentlichen Regierungsratssitzungen,Nichtüberweisung,Staatskanzlei,Motion,abgeschlossen
367,/gast/geschaefte/1679,Postulat der Fraktion Alternative - die Grünen betreffend Kanton Zug als TiSA-freie Zone,Nicht-Erheblicherklärung,Volkswirtschaftsdirektion,Postulat,abgeschlossen
368,/gast/geschaefte/1678,Kantonsratsbeschluss betreffend Anpassung des kantonalen Richtplans (S 2 Siedlungsbegrenzungslinie; L 5.1 Kantonale Naturschutzgebiete; L 7 BLN-Gebiet; E 10 Störfallvorsorge; E 11 Abbau Steine und Erden),Inkrafttreten,Baudirektion,Kantonsratsbeschluss (nicht referendumsfähig),abgeschlossen
369,/gast/geschaefte/1677,Teilrevision des Steuergesetzes - Grundstückgewinnsteuer: rechtsverbindliche Vorprüfung und Rechtsmittellegitimation,Inkrafttreten,Finanzdirektion,Gesetz,abgeschlossen
370,/gast/geschaefte/1676,Änderung des Gesetzes über das Arbeitsverhältnis des Staatspersonals (Personalgesetz),Inkrafttreten,Finanzdirektion,Gesetz,abgeschlossen
371,/gast/geschaefte/1675,"Feststellung der Gültigkeit der stillen Wahl von Marcel Peter als Mitglied des Kantonsrats im Wahlkreis Neuheim infolge Freiwerdens eines Sitzes während der Amtsdauer (Rest der Amtsperiode 2015–2018; «Vakanz Thomas Lötscher», entsteht am 1. Januar 2017)",Wahl: Feststellung Gültigkeit,Staatskanzlei,Wahlen,abgeschlossen
372,/gast/geschaefte/1674,"Kleine Anfrage von Silvan Renggli und Jean-Luc Mösch betreffend Negativzinsen für den Kanton Zug 
",Antwort des Regierungsrats,Finanzdirektion,Kleine Anfrage,abgeschlossen
373,/gast/geschaefte/1673,"Kleine Anfrage der Fraktion Alternative - die Grünen betreffend die Inhaftierung und Ausschaffung einer afghanischen Familie 
",Antwort des Regierungsrats,Sicherheitsdirektion,Kleine Anfrage,abgeschlossen
374,/gast/geschaefte/1672,"Interpellation von Florian Weber, Andreas Hürlimann und Philip C. Brunner betreffend POLYCOM Projektstand im Kanton Zug",Kenntnisnahme,Sicherheitsdirektion,Interpellation,abgeschlossen
375,/gast/geschaefte/1670,"Postulat von Daniel Thomas Burch, Andreas Hausheer, Manuel Brandenberg und Daniel Stadlin betreffend NFA Umverteilung nimmt immer groteskere Formen an
",Erledigterklärung,Finanzdirektion,Postulat,abgeschlossen
376,/gast/geschaefte/1669,Interpellation der Fraktion Alternative - die Grünen betreffend Altersarmut im Kanton Zug,Kenntnisnahme,Direktion des Innern,Interpellation,abgeschlossen
377,/gast/geschaefte/1668,Interpellation von Andreas Lustenberger betreffend Inhaftierung einer afghanischen Familie und Dublin-Rückschaffung,Kenntnisnahme,Sicherheitsdirektion,Interpellation,abgeschlossen
378,/gast/geschaefte/1671,"Kleine Anfrage von Andreas Lustenberger und Anastas Odermatt betreffend die Kosten der Abstimmungserläuterungen zum kantonalen Urnengang vom 27. November 2016 zum Entlastungsprogramm 2015–2018 (Rahmenbeschluss für Gesetzesänderungen; Paket 2)
",Antwort des Regierungsrats,Finanzdirektion,Kleine Anfrage,abgeschlossen
379,/gast/geschaefte/1665,Budget 2017 und Finanzplan 2017–2020,Schlussabstimmung,Finanzdirektion,Verschiedenes,abgeschlossen
380,/gast/geschaefte/1664,"Kleine Anfrage von Kurt Balmer betreffend Beglaubigungspersonen in der Gemeinde Risch 
",Antwort des Regierungsrats,Direktion des Innern,Kleine Anfrage,abgeschlossen
381,/gast/geschaefte/1663,Kleine Anfrage der SP-Fraktion zum Gesetz über die Rechtsstellung der Mitglieder des Regierungsrats (BGS 151.2),Antwort des Regierungsrats,Finanzdirektion,Kleine Anfrage,abgeschlossen
382,/gast/geschaefte/1661,Interpellation der FDP-Fraktion betreffend die bisherigen Erfolge für mehr Fairness beim NFA,Kenntnisnahme,Finanzdirektion,Interpellation,abgeschlossen
383,/gast/geschaefte/1660,"Ergänzungswahl für ein Mitglied des Verwaltungsgerichts infolge Freiwerdens eines Sitzes während der Amtsdauer (Rest der Amtsperiode 2013–2018)
Wahl des Verwaltungsgerichtspräsidiums für den Rest der Amtsdauer 2013–2018 
",Wahl,Justizprüfungskommission,Wahlen,abgeschlossen
384,/gast/geschaefte/1659,"Feststellung der Gültigkeit der Wahl von René Kryenbühl
",Wahl: Feststellung Gültigkeit,Staatskanzlei,Wahlen,abgeschlossen
385,/gast/geschaefte/1657,"Kleine Anfrage der Fraktion Alternative – die Grünen betreffend «Einstellungsverfahren von Abteilungs- und Amtsleitenden und Generalsekretär/innen»
",Antwort des Regierungsrats,Finanzdirektion,Kleine Anfrage,abgeschlossen
386,/gast/geschaefte/1658,"Änderung Einführungsgesetz zum Bundesgesetz über den Wald (EG Waldgesetz)
",Inkrafttreten,Direktion des Innern,Gesetz,abgeschlossen
387,/gast/geschaefte/1655,Motion von Jolanda Spiess-Hegglin betreffend Persönlichkeitswahl des Regierungsrats,Nichtüberweisung,Direktion des Innern,Motion,abgeschlossen
388,/gast/geschaefte/1654,Motion von Jolanda Spiess-Hegglin betreffend keinen Kostenvorschuss bei Kostenbefreiung,Nichtüberweisung,Sicherheitsdirektion,Motion,abgeschlossen
389,/gast/geschaefte/1656,"Interpellation der SVP-Fraktion betreffend Vereinbarkeit von „genderfit“ mit der weltanschaulichen und religiösen Neutralität des Staates und weiteren Aspekten (z.B. staatliche Finanzierung) von „genderfit“
",Kenntnisnahme,Direktion des Innern,Interpellation,abgeschlossen
390,/gast/geschaefte/1653,"Kleine Anfrage von Michael Riboni und Markus Hürlimann betreffend Abgangsentschädigungen an Regierungsräte, Richter und Landschreiber 
",Antwort des Regierungsrats,Finanzdirektion,Kleine Anfrage,abgeschlossen
391,/gast/geschaefte/1652,"Änderung des Gesetzes über die Sozialhilfe im Kanton Zug (Sozialhilfegesetz)
",Nichteintreten,Direktion des Innern,Gesetz,abgeschlossen
392,/gast/geschaefte/1651,Feststellung der Gültigkeit der Wahl von Remo Peduzzi,Wahl: Feststellung Gültigkeit,Staatskanzlei,Wahlen,abgeschlossen
393,/gast/geschaefte/1650,Interpellation von Claus Soltermann betreffend Umfahrung Cham–Hünenberg,Kenntnisnahme,Baudirektion,Interpellation,abgeschlossen
394,/gast/geschaefte/1649,"Kleine Anfrage von Hubert Schuler  betreffend Vergabe von Sonderbewilligungen für den Aufenthalt von reichen Ausländerinnen und Ausländern im Kanton Zug
",Antwort des Regierungsrats,Sicherheitsdirektion,Kleine Anfrage,abgeschlossen
395,/gast/geschaefte/1648,"Kantonsratsbeschluss betreffend Kenntnisnahme der Berichterstattung zum mehrjährigen Leistungsauftrag 2013–2015 für die Fachhochschule Zentralschweiz (Hochschule Luzern) 
",Inkrafttreten,Volkswirtschaftsdirektion,Kantonsratsbeschluss (nicht referendumsfähig),abgeschlossen
396,/gast/geschaefte/1647,Motion der FDP-Fraktion betreffend Regierungsreform / Regierungspräsident als Direktor des Äussern,Nicht-Erheblicherklärung,Staatskanzlei,Motion,abgeschlossen
397,/gast/geschaefte/1646,Projekt «Regierung und Verwaltung 2019»: Teilrevision der Verfassung des Kantons Zug (Kantonsverfassung) vom 31. Januar 1894 sowie des Gesetzes über die Organisation der Staatsverwaltung (Organisationsgesetz) vom 29. Oktober 1998 und des Kantonsratsbeschlusses betreffend die Geschäftsordnung des Regierungsrats (GO RR) vom 26. September 2013,Inkrafttreten,Staatskanzlei,Verfassung,abgeschlossen
398,/gast/geschaefte/1645,"Feststellung der Gültigkeit der
1.	stillen Wahl eines Mitglieds des Kantonsgerichts für den Rest der Amtsdauer 2013–2018 («Vakanz Stephan Scherer», entsteht am 1. Januar 2017)
2.	stillen Wahl eines Mitglieds des Kantonsgerichts für den Rest der Amtsdauer 2013–2018 («Vakanz Rolf Meyer», entsteht am 1. Februar 2017)
3.	stillen Wahl eines Ersatzmitglieds des Kantons- und Strafgerichts für den Rest der Amtsdauer 2013–2018 («Vakanz Peter Kottmann», entstanden am 30. März 2016)
je für den Rest der Amtsdauer 2013–2018
",Wahl: Feststellung Gültigkeit,Staatskanzlei,Wahlen,abgeschlossen
399,/gast/geschaefte/1644,"Motion von Thomas Werner, Karl Nussbaumer und Beni Riedi betreffend Warnung vor Radaranlagen im Strassenverkehr ",Nicht-Erheblicherklärung,Sicherheitsdirektion,Motion,abgeschlossen
400,/gast/geschaefte/1643,Motion Daniel Stadlin betreffend Überprüfung der Zuger Gesetzessammlung auf Sparpotential ,Nicht-Erheblicherklärung,Finanzdirektion,Motion,abgeschlossen
401,/gast/geschaefte/1642,"Kantonsratsbeschluss betreffend Objektkredit für die Instandsetzung und Erweiterung des Ausbildungszentrums Schönau auf dem GS 2257, Lorzenstrasse 4, Cham",Genehmigung Schlussabrechnung pendent,Baudirektion,Kantonsratsbeschluss (referendumsfähig),hängig
402,/gast/geschaefte/1641,Motion der SVP-Fraktion betreffend Änderung des Schulgesetzes; Genehmigung des Lehrplanes durch das Parlament als Repräsentantin der Stimmbürger,Nicht-Erheblicherklärung,Direktion für Bildung und Kultur,Motion,abgeschlossen
403,/gast/geschaefte/1639,"Änderung des Gesetzes über den Finanzhaushalt des Kantons und der Gemeinden (Finanzhaushaltgesetz, FHG) vom 31. August 2006 (BGS 611.1)",Inkrafttreten,Finanzdirektion,Gesetz,abgeschlossen
404,/gast/geschaefte/1638,Interpellation von Patrick Iten betreffend Kantonalen ÖV,Kenntnisnahme,Volkswirtschaftsdirektion,Interpellation,abgeschlossen
405,/gast/geschaefte/1637,"Interpellation der SVP-Fraktion betreffend budgetierte Kostensteigerung beim Verein für Arbeitsmarktmassnahmen (""VAM"") trotz sinkender Arbeitslosigkeit im Kanton Zug",Kenntnisnahme,Volkswirtschaftsdirektion,Interpellation,abgeschlossen
406,/gast/geschaefte/1636,"Interpellation von Monika Weber, Laura Dittli und Pirmin Frei betreffend die Mandatsführung im Kanton Zug",Kenntnisnahme,Direktion des Innern,Interpellation,abgeschlossen
407,/gast/geschaefte/1635,Kleine Anfrage von Kurt Balmer betreffend Urteilseröffnung beim Strafgericht im Fall Romer,,Obergericht,Kleine Anfrage,abgeschlossen
408,/gast/geschaefte/1634,Interpellation von Jolanda Spiess-Hegglin betreffend Ausrüstung der Zuger Polizei,Kenntnisnahme,Sicherheitsdirektion,Interpellation,abgeschlossen
409,/gast/geschaefte/1633,Interpellation von Jolanda Spiess-Hegglin betreffend behördliche Algorithmen,Kenntnisnahme,Finanzdirektion,Interpellation,abgeschlossen
410,/gast/geschaefte/1632,Interpellation der Fraktion Alternative - die Grünen betreffend Belastung der Zuger Bevölkerung durch die steigenden Gesundheitskosten,Kenntnisnahme,Gesundheitsdirektion,Interpellation,abgeschlossen
411,/gast/geschaefte/1631,Kantonsratsbeschluss betreffend Integrationsklassen auf der Primarstufe für Kinder aus dem Asyl- und Flüchtlingsbereich,Inkrafttreten,Direktion für Bildung und Kultur,Kantonsratsbeschluss (referendumsfähig),abgeschlossen
412,/gast/geschaefte/1630,Feststellung der Gültigkeit der Ergänzungswahl eines Mitglieds des Verwaltungsgerichts für den Rest der Amtsdauer 2013–2018,Wahl: Feststellung Gültigkeit,Staatskanzlei,Wahlen,abgeschlossen
413,/gast/geschaefte/1628,Motion der CVP-Fraktion betreffend Wählbarkeitsvoraussetzungen für das Verwaltungsgericht,Erledigterklärung,Verwaltungsgericht,Motion,abgeschlossen
414,/gast/geschaefte/1627,"Kantonsratsbeschluss betreffend Anpassung des kantonalen Richtplans (Kapitel P Agglomerationsprogramm)
",Inkrafttreten,Baudirektion,Kantonsratsbeschluss (nicht referendumsfähig),abgeschlossen
415,/gast/geschaefte/1626,"Kantonsratsbeschluss betreffend Freigabe eines Objektkredits für das Projekt Sanierung und Ausbau der Kantonsstrasse L, Abschnitt Margel-Talacher einschliesslich eines Radstreifens bergwärts, Gemeinde Baar",Genehmigung Schlussabrechnung pendent,Baudirektion,Kantonsratsbeschluss (nicht referendumsfähig),hängig
416,/gast/geschaefte/1623,"Änderung des Rechtsstellungsgesetzes, des Personalgesetzes und der Geschäftsordnung des Kantonsrats betreffend Abgangsentschädigungen ",Inkrafttreten,Staatswirtschaftskommission,Gesetz,abgeschlossen
417,/gast/geschaefte/1629,Kleine Anfrage von Andreas Hausheer und Pirmin Frei betreffend Pläne des Regierungsrats im Falle einer Ablehnung des zweiten Pakets des Entlastungsprogramms 2015–2018,Antwort des Regierungsrats,Finanzdirektion,Kleine Anfrage,abgeschlossen
418,/gast/geschaefte/1622,Interpellation der CVP-Fraktion betreffend Priorisierung von Infrastrukturprojekten durch den Regierungsrat,Kenntnisnahme,Baudirektion,Interpellation,abgeschlossen
419,/gast/geschaefte/1621,"Postulat von Peter Letter, Laura Dittli, Iris Hess-Brauer, Gabriela Ingold, Patrick Iten und Thomas Werner betreffend die Anwendung der Kriterien gemäss regierungsrätlichem Paradigmenwechsel in der Revision des Inventars schützenswerter Denkmäler in den restlichen Gemeinden",Erledigterklärung,Direktion des Innern,Postulat,abgeschlossen
420,/gast/geschaefte/1620,"Kantonsratsbeschluss betreffend Freigabe eines Objektkredits für das Projekt Sanierung und Ausbau der Kantonsstrasse 381, Abschnitt Nidfuren-Schmittli einschliesslich eines beidseitigen Radstreifens, Gemeinden Menzingen und Baar",Genehmigung Schlussabrechnung pendent,Baudirektion,Kantonsratsbeschluss (nicht referendumsfähig),hängig
421,/gast/geschaefte/1617,Interpellation von Daniel Marti betreffend Besteuerung von Startup-Unternehmen,Kenntnisnahme,Finanzdirektion,Interpellation,abgeschlossen
422,/gast/geschaefte/1616,"Interpellation von Daniel Stadlin und Richard Rüegg betreffend übermalten Wandbildern in der ehemaligen Kapelle des alten Kantonsspitals
",Kenntnisnahme,Baudirektion,Interpellation,abgeschlossen
423,/gast/geschaefte/1615,Interpellation der SP-Fraktion betreffend Areal ehemaliges Kantonsspital,Kenntnisnahme,Baudirektion,Interpellation,abgeschlossen
424,/gast/geschaefte/1625,"Kleine Anfrage von Philip C. Brunner betreffend gemeindliche Steuerdaten
",Antwort des Regierungsrats,Finanzdirektion,Kleine Anfrage,abgeschlossen
425,/gast/geschaefte/1614,Interpellation der SP-Fraktion betreffend Umsetzung Raumplanungsgesetz: Planerischer Mehrwertausgleich,Kenntnisnahme,Baudirektion,Interpellation,abgeschlossen
426,/gast/geschaefte/1612,Tätigkeitsbericht 2015 der Datenschutzstelle,,Justizprüfungskommission,Verschiedenes,abgeschlossen
427,/gast/geschaefte/1611,Rechenschaftsbericht 2015 des Obergerichts,,Obergericht,Verschiedenes,abgeschlossen
428,/gast/geschaefte/1610,"Motion der CVP-Fraktion betreffend Chancen und Risiken der Digitalisierung des Verkehrs im Kanton Zug
",Erheblicherklärung,Baudirektion,Motion,hängig
429,/gast/geschaefte/1609,"Motion der CVP-Fraktion betreffend städtebauliche Vision für die Agglomeration Zug
",Erledigterklärung,Baudirektion,Motion,abgeschlossen
430,/gast/geschaefte/1608,Motion von Jolanda Spiess-Hegglin betreffend Ablösung der Gruppe Postenschacher durch einen Justizrat ,Nichtüberweisung,Justizprüfungskommission,Motion,abgeschlossen
431,/gast/geschaefte/1624,"Kleine Anfrage von Markus Hürlimann und Michael Riboni betreffend Kommunikationsstellen in der Zuger Kantonsverwaltung
",Antwort des Regierungsrats,Finanzdirektion,Kleine Anfrage,abgeschlossen
432,/gast/geschaefte/1607,Ersatzwahl eines hauptamtlichen Richters am Obergericht für den Rest der Amtsperiode 2013–2018 ,Wahl,Justizprüfungskommission,Wahlen,abgeschlossen
433,/gast/geschaefte/1619,Kleine Anfrage der SP-Fraktion zum EG AuG (BGS 122.5) betreffend Nachweis von Deutschkenntnissen ,Antwort des Regierungsrats,Sicherheitsdirektion,Kleine Anfrage,abgeschlossen
434,/gast/geschaefte/1618,Kleine Anfrage der Fraktion Alternative - die Grünen betreffend Umsetzung Bundesgesetz über Ausländerinnen und Ausländer bei der Erteilung der Niederlassungsbewilligung ,Antwort des Regierungsrats,Sicherheitsdirektion,Kleine Anfrage,abgeschlossen
435,/gast/geschaefte/1606,"Interpellation von Ralph Ryser, Karl Nussbaumer und Thomas Werner betreffend Bundesasylunterkunft Gubel und die Auswirkungen auf die Zuger Bevölkerung",Kenntnisnahme,Sicherheitsdirektion,Interpellation,abgeschlossen
436,/gast/geschaefte/1605,Feststellung der Gültigkeit der stillen Wahl eines Mitglieds des Obergerichts für den Rest der Amtsdauer 2013–2018,Wahl: Feststellung Gültigkeit,Staatskanzlei,Wahlen,abgeschlossen
437,/gast/geschaefte/1604,Zwischenbericht zu den per Ende März 2016 zur Berichterstattung fälligen parlamentarischen Vorstössen,,Staatskanzlei,Verschiedenes,abgeschlossen
438,/gast/geschaefte/1603,Geschäftsbericht 2015,,Finanzdirektion,Verschiedenes,abgeschlossen
439,/gast/geschaefte/1602,Postulat der SP-Fraktion betreffend «Panama Papers»: Schweizer Steuer- und Strafrecht anwenden,Nichtüberweisung,Finanzdirektion,Postulat,abgeschlossen
440,/gast/geschaefte/1601,Bericht 2015 der Ombudsstelle Kanton Zug,,Justizprüfungskommission,Verschiedenes,abgeschlossen
441,/gast/geschaefte/1600,Interpellation von Andreas Lustenberger betreffend Lieferkettenverantwortung durch in Zug ansässige Rohstoffunternehmen und deren Tochtergesellschaften wie etwa die BASF  Metals GmbH,Kenntnisnahme,Volkswirtschaftsdirektion,Interpellation,abgeschlossen
442,/gast/geschaefte/1599,Motion der Fraktion Alternative - die Grünen betreffend Abschaffung der Briefkastenfirmen ,Nichtüberweisung,Finanzdirektion,Motion,abgeschlossen
443,/gast/geschaefte/1598,"Interpellation der Justizprüfungskommission betreffend Vollzug von Art. 64a Krankenversicherungsgesetz (KVG, Nichtbezahlung von Prämien und Kostenbeteiligungen im Kanton Zug) ",Kenntnisnahme,Gesundheitsdirektion,Interpellation,abgeschlossen
444,/gast/geschaefte/1597,Änderung des Gesetzes über die Organisation und die Verwaltung der Gemeinden (Gemeindegesetz),Inkrafttreten,Direktion des Innern,Gesetz,abgeschlossen
445,/gast/geschaefte/1595,"Motion von Cornelia Stocker und Daniel Abt betreffend verfahrenstechnische Gleichstellung von Interpellationen mit Motionen und Postulaten 
",Nicht-Erheblicherklärung,Büro des Kantonsrats,Motion,abgeschlossen
446,/gast/geschaefte/1596,"Motion von Philip C. Brunner und Jürg Messmer betreffend Sanierungstunnel Sihlbrugg–Horgen Oberdorf 
",Erheblicherklärung,Baudirektion,Motion,hängig
447,/gast/geschaefte/1594,Interpellation von Andreas Hürlimann und Philip C. Brunner betreffend wie weiter mit der Eisenbahn am Zugersee Ost,Kenntnisnahme,Volkswirtschaftsdirektion,Interpellation,abgeschlossen
448,/gast/geschaefte/1593,"Genehmigung der Schlussabrechnung betreffend Kauf Grundstück Nr. 4963 (Psychiatrische Klinik Zugersee): Kantonsratsbeschluss über den Beitritt zum Konkordat der Kantone Uri, Schwyz und Zug betreffend die psychiatrische Versorgung (Psychiatriekonkordat) vom 17. März 2016",Schlussabrechnung genehmigt,Gesundheitsdirektion,Konkordat,abgeschlossen
449,/gast/geschaefte/1592,"Interpellation der Fraktion Alternative – die Grünen betreffend Axpo und Misswirtschaft bei Atomkraftwerken
",Kenntnisnahme,Baudirektion,Interpellation,abgeschlossen
450,/gast/geschaefte/1591,Motion von Jolanda Spiess-Hegglin betreffend Publikation der Gemeindeerlasse,Nichtüberweisung,Direktion des Innern,Motion,abgeschlossen
451,/gast/geschaefte/1590,Kantonsratsbeschluss betreffend Verfahren für die Planung von kantonalen Hochbauten,Inkrafttreten,Baudirektion,Gesetz,abgeschlossen
452,/gast/geschaefte/1589,Gesetz über die Gleichstellung von Frau und Mann,Nichteintreten,Direktion des Innern,Gesetz,abgeschlossen
453,/gast/geschaefte/1588,Gesetz über die Nutzung des Untergrunds (GNU),Inkrafttreten,Baudirektion,Gesetz,abgeschlossen
454,/gast/geschaefte/1587,Interpellation von Richard Rüegg betreffend öffentlichen Wettbewerb - Einhalten des Submissionsrechts,Kenntnisnahme,Baudirektion,Interpellation,abgeschlossen
455,/gast/geschaefte/1586,"Motion von Kurt Balmer, Heini Schmid, Manuel Brandenberg, Thomas Lötscher und Anastas Odermatt betreffend Beseitigung der institutionellen Mängel bei der Staatsanwaltschaft",Nicht-Erheblicherklärung,Justizprüfungskommission,Motion,abgeschlossen
456,/gast/geschaefte/1585,"Kantonsratsbeschluss betreffend Fertigstellung und Nutzung des sechsten Geschosses im Neubau Trakt 5, Gewerblich-industrielles Bildungszentrum Zug (GIBZ)
",Inkrafttreten,Baudirektion,Kantonsratsbeschluss (nicht referendumsfähig),abgeschlossen
