,url,text,stand,zuständig,geschäftsart,status
0,/gast/geschaefte/1998,"Postulat von Ivo Egger, Stéphanie Vuichard, Hanni Schriber-Neiger und Andreas Lustenberger betreffend eines klimaneutralen, kantonalen Gebäudeparks des Kantons Zug",Einreichung,Baudirektion,Postulat,hängig
1,/gast/geschaefte/1997,"Postulat von Stéphanie Vuichard, Mariann Hess und Rita Hofer betreffend Biodiversitätsförderung",Einreichung,Baudirektion,Postulat,hängig
2,/gast/geschaefte/1996,"Motion von Rainer Leemann und Michael Arnold betreffend Standesinitiative: Gleiches Recht für jede Mutter und nicht nur für Politikerinnen
",Einreichung,Gesundheitsdirektion,Motion,hängig
3,/gast/geschaefte/1995,Interpellation der SP-Fraktion betreffend Pestizide und Nitrat im Zuger Trinkwasser,Einreichung,Baudirektion,Interpellation,hängig
4,/gast/geschaefte/1994,"Interpellation von Pirmin Andermatt und Heini Schmid betreffend Nutzung des historisch tiefen Zinsumfeldes und der guten Bonität des Kantons Zug zu Gunsten der Zuger Bevölkerung
",Einreichung,Finanzdirektion,Interpellation,hängig
5,/gast/geschaefte/1993,Kantonsrats-Ersatzwahl in der Einwohnergemeinde Zug,Traktandiert,Staatskanzlei,Wahlen,hängig
6,/gast/geschaefte/1992,"Motion der CVP-Fraktion betreffend bedarfsgerechte Einführung von Tagesschulen
",Einreichung,Direktion für Bildung und Kultur,Motion,hängig
7,/gast/geschaefte/1991,"Postulat von Manuela Leemann, Benny Elsener und Richard Rüegg betreffend stufenlose Unterführung Brüggli 
",Überweisung an Regierungsrat,Baudirektion,Postulat,hängig
8,/gast/geschaefte/1990,"Interpellation von Hans Baumgartner, Manuela Käch, Jean Luc Mösch, Brigitte Wenzin Widmer, Rainer Suter, Thomas Gander, Drin Alaj, Petra Muheim Quick und Claus Soltermann betreffend Vorhaben Richtplanfestsetzung Kiesabbau Hatwil-Hubletzen, Gemeinde Cham
",Überweisung an Regierungsrat,Baudirektion,Interpellation,hängig
9,/gast/geschaefte/1989,Kantonsrats-Ersatzwahl in der Einwohnergemeinde Hünenberg,Wahl: Feststellung Gültigkeit,Staatskanzlei,Wahlen,abgeschlossen
10,/gast/geschaefte/1988,"Interpellation von Pirmin Andermatt, Zari Dzaferi und Urs Andermatt betreffend 5G
",Überweisung an Regierungsrat,Baudirektion,Interpellation,hängig
11,/gast/geschaefte/1987,Motion der FDP-Fraktion betreffend mehr Kompetenz und Flexibilität an die Gemeinden im Führen der Oberstufe nach deren Bedürfnissen,Überweisung an Regierungsrat,Direktion für Bildung und Kultur,Motion,hängig
12,/gast/geschaefte/1986,Kantonsratsbeschluss betreffend Kenntnisnahme vom mehrjährigen Leistungsauftrag 2020–2023 für die Fachhochschule Zentralschweiz (Hochschule Luzern),Kommission bestellt,Volkswirtschaftsdirektion,Kantonsratsbeschluss (nicht referendumsfähig),hängig
13,/gast/geschaefte/1985,Kleine Anfrage von Andreas Lustenberger betreffend Unterkünfte für asylsuchende Menschen,Antwort des Regierungsrats,Direktion des Innern,Kleine Anfrage,abgeschlossen
14,/gast/geschaefte/1984,Kantonsratsbeschluss betreffend Beitritt zum Gesamtschweizerischen Geldspielkonkordat (GSK) und Beitritt zur Interkantonalen Vereinbarung betreffend die gemeinsame Durchführung von Geldspielen (IKV 2020),Kommission bestellt,Sicherheitsdirektion,Konkordat,hängig
15,/gast/geschaefte/1983,Interpellation der CVP-Fraktion betreffend Aushub - Deponien im Kanton Zug,Überweisung an Regierungsrat,Baudirektion,Interpellation,hängig
16,/gast/geschaefte/1982,Interpellation der FDP-Fraktion betreffend kantonaler Arbeitsplatz im 21. Jahrhundert,Überweisung an Regierungsrat,Finanzdirektion,Interpellation,hängig
17,/gast/geschaefte/1981,Motion von Anna Bieri und Barbara Häseli betreffend Standesinitiative betreffend politisches Mandat auch bei Mutterschaft,Erheblicherklärung,Gesundheitsdirektion,Motion,hängig
18,/gast/geschaefte/1979,"Postulat der SP-Fraktion und der Fraktion Alternative - die Grünen betreffend 150 Millionen Franken Überschuss, unnötige Sparmassnahmen rückgängig machen",Nichtüberweisung,Finanzdirektion,Postulat,abgeschlossen
19,/gast/geschaefte/1980,"Kantonsratsbeschluss betreffend Anpassung des kantonalen Richtplans (L 11 Gebiete für Erholung und Sport; V 2 Nationalstrassen; V 3 Kantonsstrassen; V 6 Busverkehr/Feinverteiler, u. a. auf Eigentrassee; V 9 Radverkehr; V 10 Kantonales Wanderwegnetz; V 12 Prioritäten bei den Verkehrsvorhaben; E 15 Energie) ",Kommission bestellt,Baudirektion,Kantonsratsbeschluss (nicht referendumsfähig),hängig
20,/gast/geschaefte/1978,"Postulat von Fabio Iten und Patrick Iten betreffend Massnahmen für einen optimalen Verkehrsfluss während der Sanierung der Lorzental-Kantonsstrasse
",Überweisung an Regierungsrat,Baudirektion,Postulat,hängig
21,/gast/geschaefte/1977,Interpellation von Ivo Egger und Zari Dzaferi betreffend Förderung des Veloverkehrs für Arbeits- und Schulweg,Überweisung an Regierungsrat,Baudirektion,Interpellation,hängig
22,/gast/geschaefte/1976,Petition «Forderungen der Pflegefachfrauen der Spitalexternen Pflege des Kantons Zug»,Überweisung an Kommission,Justizprüfungskommission,Petition,hängig
23,/gast/geschaefte/1975,Petition «Frauen*streik Manifest»,Überweisung an Kommission,Justizprüfungskommission,Petition,hängig
24,/gast/geschaefte/1974,"Geschäftsbericht 2018 der Kindes- und Erwachsenenschutzbehörde (KESB)
",,Justizprüfungskommission,Verschiedenes,abgeschlossen
25,/gast/geschaefte/1973,Änderung des Datenschutzgesetzes,Kommission bestellt,Sicherheitsdirektion,Gesetz,hängig
26,/gast/geschaefte/1972,Kleine Anfrage von Rita Hofer betreffend Umsetzung Lehrplan 21 an den Kantonsschulen Zug und Menzingen ,Antwort des Regierungsrats,Direktion für Bildung und Kultur,Kleine Anfrage,abgeschlossen
27,/gast/geschaefte/1971,"Kleine Anfrage der SP-Fraktion betreffend Kampagne «Alter hat Potenzial» 
",Antwort des Regierungsrats,Finanzdirektion,Kleine Anfrage,abgeschlossen
28,/gast/geschaefte/1970,Interpellation von Daniel Stadlin betreffend Nutzung der Windenergie,Überweisung an Regierungsrat,Baudirektion,Interpellation,hängig
29,/gast/geschaefte/1969,Änderung des Einführungsgesetzes zu den Bundesgesetzen über die Berufsbildung und Fachhochschulen (EG Berufsbildung) betreffend Führung einer Höheren Fachschule für Informatik und Elektronik am GIBZ,Kommission bestellt,Volkswirtschaftsdirektion,Gesetz,hängig
30,/gast/geschaefte/1968,"Interpellation von Stéphanie Vuichard, Marianne Hess und Andreas Lustenberger betreffend Anstrengungen des Kantons zur Vermeidung von schädlicher und lästiger Lichteinwirkung",Überweisung an Regierungsrat,Baudirektion,Interpellation,hängig
31,/gast/geschaefte/1967,Interpellation von Anna Bieri und Manuela Leemann betreffend Umgang mit Beurteilungen von überfachlichen Kompetenzen bei Kindern mit Autismus-Spektrumstörungen (ASS) und mit Aufmerksamkeitsdefizit-Störungen (ADS/ADHS),Überweisung an Regierungsrat,Direktion für Bildung und Kultur,Interpellation,hängig
32,/gast/geschaefte/1966,"Interpellation von Ivo Egger, Andreas Hürlimann und Anastas Odermatt betreffend Mobilfunkstrahlenbelastung im Kanton Zug",Überweisung an Regierungsrat,Baudirektion,Interpellation,hängig
33,/gast/geschaefte/1965,Postulat der SVP-Fraktion betreffend Förderung der Eigenverantwortung bei der Integration durch die Möglichkeit der Kostenbeteiligung für Kulturvermittler und Dolmetscher an Schulen,Überweisung an Regierungsrat,Direktion für Bildung und Kultur,Postulat,hängig
34,/gast/geschaefte/1964,Interpellation der SP-Fraktion betreffend Revision des Planungs- und Baugesetzes,Überweisung an Regierungsrat,Baudirektion,Interpellation,hängig
35,/gast/geschaefte/1963,Interpellation der SP-Fraktion betreffend Einsatz von Insektiziden im Zuger Wald,Überweisung an Regierungsrat,Direktion des Innern,Interpellation,hängig
36,/gast/geschaefte/1962,Postulat der SP-Fraktion betreffend wirksames Vorgehen gegen häusliche Gewalt,Traktandiert,Sicherheitsdirektion,Postulat,hängig
37,/gast/geschaefte/1961,"Interpellation von Ivo Egger, Esther Haas, Hanni Schriber-Neiger betreffend Projektänderungen der Umfahrung Cham-Hünenberg",Überweisung an Regierungsrat,Baudirektion,Interpellation,hängig
38,/gast/geschaefte/1960,"Postulat von Tabea Zimmermann Gibson, Andreas Lustenberger und Mariann Hess betreffend nachhaltige Anlagestrategie der Zuger Pensionskasse",Traktandiert,Finanzdirektion,Postulat,hängig
39,/gast/geschaefte/1959,Ersatzwahl eines neuen Mitglieds der Schätzungskommission für die restliche Amtsdauer 2019–2022,Wahl,Justizprüfungskommission,Wahlen,abgeschlossen
40,/gast/geschaefte/1958,"Kantonsratsbeschluss betreffend Kenntnisnahme der Jahresrechnung 2018 und des Geschäftsberichts 2018 der Gebäudeversicherung Zug 
",,Sicherheitsdirektion,Verschiedenes,abgeschlossen
41,/gast/geschaefte/1957,Rechenschaftsberichte 2017/2018 des Verwaltungsgerichts und der Schätzungskommission,,Verwaltungsgericht,Verschiedenes,abgeschlossen
42,/gast/geschaefte/1956,Zwischenbericht zu den per Ende März 2019 zur Berichterstattung fälligen parlamentarischen Vorstössen ,,Staatskanzlei,Verschiedenes,abgeschlossen
43,/gast/geschaefte/1954,Interpellation von Manuela Leemann und Isabel Liniger betreffend Berücksichtigung des hindernisfreien Bauens bei Gesetzesprojekten,Traktandiert,Baudirektion,Interpellation,hängig
44,/gast/geschaefte/1953,Postulat der CVP-Fraktion betreffend klimaneutralen öffentlichen Verkehr im Kanton Zug,Überweisung an Regierungsrat,Baudirektion,Postulat,hängig
45,/gast/geschaefte/1955,Feststellung der Gültigkeit der stillen Wahl eines Ersatzmitglieds des Obergerichts für den Rest der Amtsdauer 2019–2024,Wahl: Feststellung Gültigkeit,Staatskanzlei,Wahlen,abgeschlossen
46,/gast/geschaefte/1951,"Kantonsratsbeschluss betreffend Objektkredit für die Planung der Instandsetzung und eines Neubaus an der Hofstrasse 15, Zug ",Kommission bestellt,Baudirektion,Kantonsratsbeschluss (referendumsfähig),hängig
47,/gast/geschaefte/1952,ZFA-Reform 2018: Abschlussbericht,Traktandiert,Finanzdirektion,Verschiedenes,hängig
48,/gast/geschaefte/1950,Interpellation der CVP-Fraktion betreffend bessere Beleuchtung und Energieoptimierung auf den Zuger Strassen insbesondere bei Fussgängerübergängen,Traktandiert,Baudirektion,Interpellation,hängig
49,/gast/geschaefte/1949,Geschäftsbericht 2018,,Finanzdirektion,Verschiedenes,abgeschlossen
50,/gast/geschaefte/1998,"Postulat von Ivo Egger, Stéphanie Vuichard, Hanni Schriber-Neiger und Andreas Lustenberger betreffend eines klimaneutralen, kantonalen Gebäudeparks des Kantons Zug",Einreichung,Baudirektion,Postulat,hängig
51,/gast/geschaefte/1997,"Postulat von Stéphanie Vuichard, Mariann Hess und Rita Hofer betreffend Biodiversitätsförderung",Einreichung,Baudirektion,Postulat,hängig
52,/gast/geschaefte/1996,"Motion von Rainer Leemann und Michael Arnold betreffend Standesinitiative: Gleiches Recht für jede Mutter und nicht nur für Politikerinnen
",Einreichung,Gesundheitsdirektion,Motion,hängig
53,/gast/geschaefte/1995,Interpellation der SP-Fraktion betreffend Pestizide und Nitrat im Zuger Trinkwasser,Einreichung,Baudirektion,Interpellation,hängig
54,/gast/geschaefte/1994,"Interpellation von Pirmin Andermatt und Heini Schmid betreffend Nutzung des historisch tiefen Zinsumfeldes und der guten Bonität des Kantons Zug zu Gunsten der Zuger Bevölkerung
",Einreichung,Finanzdirektion,Interpellation,hängig
55,/gast/geschaefte/1993,Kantonsrats-Ersatzwahl in der Einwohnergemeinde Zug,Traktandiert,Staatskanzlei,Wahlen,hängig
56,/gast/geschaefte/1992,"Motion der CVP-Fraktion betreffend bedarfsgerechte Einführung von Tagesschulen
",Einreichung,Direktion für Bildung und Kultur,Motion,hängig
57,/gast/geschaefte/1991,"Postulat von Manuela Leemann, Benny Elsener und Richard Rüegg betreffend stufenlose Unterführung Brüggli 
",Überweisung an Regierungsrat,Baudirektion,Postulat,hängig
58,/gast/geschaefte/1990,"Interpellation von Hans Baumgartner, Manuela Käch, Jean Luc Mösch, Brigitte Wenzin Widmer, Rainer Suter, Thomas Gander, Drin Alaj, Petra Muheim Quick und Claus Soltermann betreffend Vorhaben Richtplanfestsetzung Kiesabbau Hatwil-Hubletzen, Gemeinde Cham
",Überweisung an Regierungsrat,Baudirektion,Interpellation,hängig
59,/gast/geschaefte/1989,Kantonsrats-Ersatzwahl in der Einwohnergemeinde Hünenberg,Wahl: Feststellung Gültigkeit,Staatskanzlei,Wahlen,abgeschlossen
60,/gast/geschaefte/1988,"Interpellation von Pirmin Andermatt, Zari Dzaferi und Urs Andermatt betreffend 5G
",Überweisung an Regierungsrat,Baudirektion,Interpellation,hängig
61,/gast/geschaefte/1987,Motion der FDP-Fraktion betreffend mehr Kompetenz und Flexibilität an die Gemeinden im Führen der Oberstufe nach deren Bedürfnissen,Überweisung an Regierungsrat,Direktion für Bildung und Kultur,Motion,hängig
62,/gast/geschaefte/1986,Kantonsratsbeschluss betreffend Kenntnisnahme vom mehrjährigen Leistungsauftrag 2020–2023 für die Fachhochschule Zentralschweiz (Hochschule Luzern),Kommission bestellt,Volkswirtschaftsdirektion,Kantonsratsbeschluss (nicht referendumsfähig),hängig
63,/gast/geschaefte/1985,Kleine Anfrage von Andreas Lustenberger betreffend Unterkünfte für asylsuchende Menschen,Antwort des Regierungsrats,Direktion des Innern,Kleine Anfrage,abgeschlossen
64,/gast/geschaefte/1984,Kantonsratsbeschluss betreffend Beitritt zum Gesamtschweizerischen Geldspielkonkordat (GSK) und Beitritt zur Interkantonalen Vereinbarung betreffend die gemeinsame Durchführung von Geldspielen (IKV 2020),Kommission bestellt,Sicherheitsdirektion,Konkordat,hängig
65,/gast/geschaefte/1983,Interpellation der CVP-Fraktion betreffend Aushub - Deponien im Kanton Zug,Überweisung an Regierungsrat,Baudirektion,Interpellation,hängig
66,/gast/geschaefte/1982,Interpellation der FDP-Fraktion betreffend kantonaler Arbeitsplatz im 21. Jahrhundert,Überweisung an Regierungsrat,Finanzdirektion,Interpellation,hängig
67,/gast/geschaefte/1981,Motion von Anna Bieri und Barbara Häseli betreffend Standesinitiative betreffend politisches Mandat auch bei Mutterschaft,Erheblicherklärung,Gesundheitsdirektion,Motion,hängig
68,/gast/geschaefte/1979,"Postulat der SP-Fraktion und der Fraktion Alternative - die Grünen betreffend 150 Millionen Franken Überschuss, unnötige Sparmassnahmen rückgängig machen",Nichtüberweisung,Finanzdirektion,Postulat,abgeschlossen
69,/gast/geschaefte/1980,"Kantonsratsbeschluss betreffend Anpassung des kantonalen Richtplans (L 11 Gebiete für Erholung und Sport; V 2 Nationalstrassen; V 3 Kantonsstrassen; V 6 Busverkehr/Feinverteiler, u. a. auf Eigentrassee; V 9 Radverkehr; V 10 Kantonales Wanderwegnetz; V 12 Prioritäten bei den Verkehrsvorhaben; E 15 Energie) ",Kommission bestellt,Baudirektion,Kantonsratsbeschluss (nicht referendumsfähig),hängig
70,/gast/geschaefte/1978,"Postulat von Fabio Iten und Patrick Iten betreffend Massnahmen für einen optimalen Verkehrsfluss während der Sanierung der Lorzental-Kantonsstrasse
",Überweisung an Regierungsrat,Baudirektion,Postulat,hängig
71,/gast/geschaefte/1977,Interpellation von Ivo Egger und Zari Dzaferi betreffend Förderung des Veloverkehrs für Arbeits- und Schulweg,Überweisung an Regierungsrat,Baudirektion,Interpellation,hängig
72,/gast/geschaefte/1976,Petition «Forderungen der Pflegefachfrauen der Spitalexternen Pflege des Kantons Zug»,Überweisung an Kommission,Justizprüfungskommission,Petition,hängig
73,/gast/geschaefte/1975,Petition «Frauen*streik Manifest»,Überweisung an Kommission,Justizprüfungskommission,Petition,hängig
74,/gast/geschaefte/1974,"Geschäftsbericht 2018 der Kindes- und Erwachsenenschutzbehörde (KESB)
",,Justizprüfungskommission,Verschiedenes,abgeschlossen
75,/gast/geschaefte/1973,Änderung des Datenschutzgesetzes,Kommission bestellt,Sicherheitsdirektion,Gesetz,hängig
76,/gast/geschaefte/1972,Kleine Anfrage von Rita Hofer betreffend Umsetzung Lehrplan 21 an den Kantonsschulen Zug und Menzingen ,Antwort des Regierungsrats,Direktion für Bildung und Kultur,Kleine Anfrage,abgeschlossen
77,/gast/geschaefte/1971,"Kleine Anfrage der SP-Fraktion betreffend Kampagne «Alter hat Potenzial» 
",Antwort des Regierungsrats,Finanzdirektion,Kleine Anfrage,abgeschlossen
78,/gast/geschaefte/1970,Interpellation von Daniel Stadlin betreffend Nutzung der Windenergie,Überweisung an Regierungsrat,Baudirektion,Interpellation,hängig
79,/gast/geschaefte/1969,Änderung des Einführungsgesetzes zu den Bundesgesetzen über die Berufsbildung und Fachhochschulen (EG Berufsbildung) betreffend Führung einer Höheren Fachschule für Informatik und Elektronik am GIBZ,Kommission bestellt,Volkswirtschaftsdirektion,Gesetz,hängig
80,/gast/geschaefte/1968,"Interpellation von Stéphanie Vuichard, Marianne Hess und Andreas Lustenberger betreffend Anstrengungen des Kantons zur Vermeidung von schädlicher und lästiger Lichteinwirkung",Überweisung an Regierungsrat,Baudirektion,Interpellation,hängig
81,/gast/geschaefte/1967,Interpellation von Anna Bieri und Manuela Leemann betreffend Umgang mit Beurteilungen von überfachlichen Kompetenzen bei Kindern mit Autismus-Spektrumstörungen (ASS) und mit Aufmerksamkeitsdefizit-Störungen (ADS/ADHS),Überweisung an Regierungsrat,Direktion für Bildung und Kultur,Interpellation,hängig
82,/gast/geschaefte/1966,"Interpellation von Ivo Egger, Andreas Hürlimann und Anastas Odermatt betreffend Mobilfunkstrahlenbelastung im Kanton Zug",Überweisung an Regierungsrat,Baudirektion,Interpellation,hängig
83,/gast/geschaefte/1965,Postulat der SVP-Fraktion betreffend Förderung der Eigenverantwortung bei der Integration durch die Möglichkeit der Kostenbeteiligung für Kulturvermittler und Dolmetscher an Schulen,Überweisung an Regierungsrat,Direktion für Bildung und Kultur,Postulat,hängig
84,/gast/geschaefte/1964,Interpellation der SP-Fraktion betreffend Revision des Planungs- und Baugesetzes,Überweisung an Regierungsrat,Baudirektion,Interpellation,hängig
85,/gast/geschaefte/1963,Interpellation der SP-Fraktion betreffend Einsatz von Insektiziden im Zuger Wald,Überweisung an Regierungsrat,Direktion des Innern,Interpellation,hängig
86,/gast/geschaefte/1962,Postulat der SP-Fraktion betreffend wirksames Vorgehen gegen häusliche Gewalt,Traktandiert,Sicherheitsdirektion,Postulat,hängig
87,/gast/geschaefte/1961,"Interpellation von Ivo Egger, Esther Haas, Hanni Schriber-Neiger betreffend Projektänderungen der Umfahrung Cham-Hünenberg",Überweisung an Regierungsrat,Baudirektion,Interpellation,hängig
88,/gast/geschaefte/1960,"Postulat von Tabea Zimmermann Gibson, Andreas Lustenberger und Mariann Hess betreffend nachhaltige Anlagestrategie der Zuger Pensionskasse",Traktandiert,Finanzdirektion,Postulat,hängig
89,/gast/geschaefte/1959,Ersatzwahl eines neuen Mitglieds der Schätzungskommission für die restliche Amtsdauer 2019–2022,Wahl,Justizprüfungskommission,Wahlen,abgeschlossen
90,/gast/geschaefte/1958,"Kantonsratsbeschluss betreffend Kenntnisnahme der Jahresrechnung 2018 und des Geschäftsberichts 2018 der Gebäudeversicherung Zug 
",,Sicherheitsdirektion,Verschiedenes,abgeschlossen
91,/gast/geschaefte/1957,Rechenschaftsberichte 2017/2018 des Verwaltungsgerichts und der Schätzungskommission,,Verwaltungsgericht,Verschiedenes,abgeschlossen
92,/gast/geschaefte/1956,Zwischenbericht zu den per Ende März 2019 zur Berichterstattung fälligen parlamentarischen Vorstössen ,,Staatskanzlei,Verschiedenes,abgeschlossen
93,/gast/geschaefte/1954,Interpellation von Manuela Leemann und Isabel Liniger betreffend Berücksichtigung des hindernisfreien Bauens bei Gesetzesprojekten,Traktandiert,Baudirektion,Interpellation,hängig
94,/gast/geschaefte/1953,Postulat der CVP-Fraktion betreffend klimaneutralen öffentlichen Verkehr im Kanton Zug,Überweisung an Regierungsrat,Baudirektion,Postulat,hängig
95,/gast/geschaefte/1955,Feststellung der Gültigkeit der stillen Wahl eines Ersatzmitglieds des Obergerichts für den Rest der Amtsdauer 2019–2024,Wahl: Feststellung Gültigkeit,Staatskanzlei,Wahlen,abgeschlossen
96,/gast/geschaefte/1951,"Kantonsratsbeschluss betreffend Objektkredit für die Planung der Instandsetzung und eines Neubaus an der Hofstrasse 15, Zug ",Kommission bestellt,Baudirektion,Kantonsratsbeschluss (referendumsfähig),hängig
97,/gast/geschaefte/1952,ZFA-Reform 2018: Abschlussbericht,Traktandiert,Finanzdirektion,Verschiedenes,hängig
98,/gast/geschaefte/1950,Interpellation der CVP-Fraktion betreffend bessere Beleuchtung und Energieoptimierung auf den Zuger Strassen insbesondere bei Fussgängerübergängen,Traktandiert,Baudirektion,Interpellation,hängig
99,/gast/geschaefte/1949,Geschäftsbericht 2018,,Finanzdirektion,Verschiedenes,abgeschlossen
100,/gast/geschaefte/1948,Rechenschaftsbericht 2018 des Obergerichts,,Obergericht,Verschiedenes,abgeschlossen
101,/gast/geschaefte/1947,"Postulat von Michael Riboni, Laura Dittli und Michael Arnold betreffend Inkraftsetzung der Begrenzung des Pendlerabzugs auf 6000 Franken frühestens per 1. Januar 2021",Nicht-Erheblicherklärung,Finanzdirektion,Postulat,abgeschlossen
102,/gast/geschaefte/1946,"Postulat von Stéphanie Vuichard, Isabel Liniger und Anna Spescha betreffend Klimanotstand in Zug ausrufen",Überweisung an Regierungsrat,Baudirektion,Postulat,hängig
103,/gast/geschaefte/1944,"Postulat der Rischer Kantonsrätinnen und Kantonsräte, Helene Zimmermann, Hanni Schriber-Neiger, Steffen Schneider, Roger Wiederkehr, Kurt Balmer, Flavio Roos und Matthias Werder betreffend Reduktion der Höchstgeschwindigkeit beim Weiler Breiten",Überweisung an Regierungsrat,Sicherheitsdirektion,Postulat,hängig
104,/gast/geschaefte/1945,Kantonsratsbeschluss betreffend Beitritt zur Interkantonalen Vereinbarung zur Harmonisierung von Ausbildungsbeiträgen (Stipendienkonkordat vom 18. Juni 2009),Traktandiert zur 1. Lesung,Direktion für Bildung und Kultur,Konkordat,hängig
105,/gast/geschaefte/1943,Interpellation der SVP-Fraktion betreffend mobile Geschwindigkeitskontrollen,Traktandiert,Sicherheitsdirektion,Interpellation,hängig
106,/gast/geschaefte/1942,"Postulat von Rainer Suter betreffend Wiederherstellung der Verkehrssicherheit in der Laubaukurve durch Leitpfeile, Neuheim",Traktandiert,Baudirektion,Postulat,hängig
107,/gast/geschaefte/1941,Bestätigung der vom Kanton zu wählenden Mitglieder des Bankrats und der Revisionsstelle der Zuger Kantonalbank für die Amtsdauer 2019–2022 (bis Generalversammlung 2023),Wahl: Bestätigung,Finanzdirektion,Wahlen,abgeschlossen
108,/gast/geschaefte/1940,"Motion der CVP-Fraktion betreffend eine neue Kantonsschule gehört in den Ennetsee
",Überweisung an Regierungsrat,Baudirektion,Motion,hängig
109,/gast/geschaefte/1939,"Interpellation von Daniel Stadlin betreffend moderne Zuger Kantonsgeschichte 
",Überweisung an Regierungsrat,Staatskanzlei,Interpellation,hängig
110,/gast/geschaefte/1937,"Motion von Andreas Lustenberger, Tabea Zimmermann Gibson, Anastas Odermatt und Stéphanie Vuichard betreffend ökologische Folgen von Kantons- und Regierungsratsgeschäften",Überweisung an Regierungsrat,Baudirektion,Motion,hängig
111,/gast/geschaefte/1938,"Interpellation von Jean Luc Mösch, Laura Dittli und Thomas Meierhans betreffend Beiträge aus dem Lotteriefonds an den WWF Schweiz, den WWF Kanton Zug oder andere Sektionen",Kenntnisnahme,Sicherheitsdirektion,Interpellation,abgeschlossen
112,/gast/geschaefte/1936,"Kleine Anfrage von Jean Luc Mösch, Philip C. Brunner und Andreas Hausheer betreffend Teilnahme an und/oder Organisation von Veranstaltungen wie beispielsweise der Jahresversammlung der Schweizerischen Steuerkonferenz (SSK)",Antwort des Regierungsrats,Finanzdirektion,Kleine Anfrage,abgeschlossen
113,/gast/geschaefte/1935,"Postulat von Claus Soltermann, Daniel Stadlin, Martin Zimmermann und Nicole Zweifel betreffend Busbeschaffung bei der Zugerland Verkehrsbetriebe AG (ZVB) ",Überweisung an Regierungsrat,Baudirektion,Postulat,hängig
114,/gast/geschaefte/1934,"Interpellation von Alois Gössi, Anastas Odermatt und Philip C. Brunner betreffend Erteilung von Mandaten",Kenntnisnahme,Finanzdirektion,Interpellation,abgeschlossen
115,/gast/geschaefte/1933,Interpellation von Karen Umbach und Beat Unternährer betreffend Planungskosten für abgelehnte kantonale Bauvorhaben,Traktandiert,Baudirektion,Interpellation,hängig
116,/gast/geschaefte/1932,Tätigkeitsbericht 2018 der Datenschutzbeauftragten des Kantons Zug ,,,Verschiedenes,abgeschlossen
117,/gast/geschaefte/1931,Bericht 2018 der Ombudsstelle Kanton Zug ,,,Verschiedenes,abgeschlossen
118,/gast/geschaefte/1930,Kleine Anfrage von Andreas Lustenberger betreffend Elternurlaub,Antwort des Regierungsrats,Finanzdirektion,Kleine Anfrage,abgeschlossen
119,/gast/geschaefte/1929,Kleine Anfrage der SVP-Fraktion betreffend Kulturvermittler und Übersetzer,Antwort des Regierungsrats,Direktion für Bildung und Kultur,Kleine Anfrage,abgeschlossen
120,/gast/geschaefte/1926,"Kantonsratsbeschluss betreffend Freigabe eines Objektkredits für das Projekt Sanierung Sihlbruggstrasse (KS P), Abschnitt «Knoten Sand AG–Knoten Industrie» einschliesslich eines Radstreifens bergwärts, Gemeinde Neuheim",Genehmigung Schlussabrechnung pendent,Baudirektion,Kantonsratsbeschluss (nicht referendumsfähig),hängig
121,/gast/geschaefte/1927,"Ergänzungswahl für ein Mitglied des Kantonsrats im Wahlkreis Walchwil infolge Freiwerdens eines Sitzes während der Amtsdauer (Rest der Amtsperiode 2019–2022)
Feststellung der Gültigkeit der Wahl von Guido Suter
",Wahl: Feststellung Gültigkeit,Staatskanzlei,Wahlen,abgeschlossen
122,/gast/geschaefte/1928,Bestätigung der Ersatzwahl eines vom Kanton zu wählenden Mitglieds der Revisionsstelle der Zuger Kantonalbank ab sofort bis zum Ende der Amtsdauer 2019–2022 (bis Generalversammlung 2023) ,Wahl: Bestätigung,Finanzdirektion,Wahlen,abgeschlossen
123,/gast/geschaefte/1925,Motion der SVP-Fraktion betreffend Standesinitiative gegen die Genehmigung des vorliegenden EU-Rahmenabkommens,Überweisung an Regierungsrat,Volkswirtschaftsdirektion,Motion,hängig
124,/gast/geschaefte/1924,Interpellation von Beat Unternährer und Cornelia Stocker betreffend möglichen Standorten für eine Erweiterung der Kantonsschule,Kenntnisnahme,Baudirektion,Interpellation,abgeschlossen
125,/gast/geschaefte/1923,Arbeitsprogramme des Kantonsrats Legislatur 2019–2022,,Staatskanzlei,Verschiedenes,hängig
126,/gast/geschaefte/1922,"Postulat von Esther Haas, Rita Hofer, Anastas Odermatt, Vroni Straub-Müller und Tabea Zimmermann Gibson betreffend einer markanten Steigerung der Anzahl Klassen am Kurzzeitgymnasium im Kanton Zug",Nicht-Erheblicherklärung,Direktion für Bildung und Kultur,Postulat,abgeschlossen
127,/gast/geschaefte/1921,"Interpellation von Jean Luc Mösch, Manuela Käch und Hans Baumgartner betreffend Erstellung eines Kreisels oder einer Lichtsignalanlage (LSA) am Knoten Dorf- / Sinserstrasse (Kantonsstrasse 25)",Kenntnisnahme,Baudirektion,Interpellation,abgeschlossen
128,/gast/geschaefte/1920,"Kleine Anfrage von Laura Dittli, Fabio Iten und Patrick Iten betreffend Umfahrung Sanierung Kantonsstrasse Schmittli-Nidfuren",Antwort des Regierungsrats,Baudirektion,Kleine Anfrage,abgeschlossen
